species	ensembl_assembly_accession	assembly_status
bryobacterales_bacterium_gca_003517725	GCA_003517725.1	Scaffold
spongiibacteraceae_bacterium_gca_002723235	GCA_002723235.1	Contig
sutterellaceae_bacterium_gca_002690025	GCA_002690025.1	Contig
sutterellaceae_bacterium_gca_002710665	GCA_002710665.1	Contig
sutterellaceae_bacterium_gca_003525345	GCA_003525345.1	Scaffold
thiotrichales_bacterium_gca_002727475	GCA_002727475.1	Contig
trueperaceae_bacterium_gca_002707365	GCA_002707365.1	Contig
verrucomicrobia_bacterium_gca_003218035	GCA_003218035.1	Scaffold
verrucomicrobia_bacterium_gca_003218305	GCA_003218305.1	Scaffold
verrucomicrobia_bacterium_gca_003218375	GCA_003218375.1	Scaffold
verrucomicrobia_bacterium_gca_003218875	GCA_003218875.1	Scaffold
verrucomicrobia_bacterium_gca_003218975	GCA_003218975.1	Scaffold
verrucomicrobia_bacterium_gca_003219175	GCA_003219175.1	Scaffold
verrucomicrobia_bacterium_gca_003219415	GCA_003219415.1	Scaffold
verrucomicrobia_bacterium_gca_003219545	GCA_003219545.1	Scaffold
verrucomicrobia_bacterium_gca_003219835	GCA_003219835.1	Scaffold
verrucomicrobia_bacterium_gca_003220155	GCA_003220155.1	Scaffold
verrucomicrobia_bacterium_gca_003402735	GCA_003402735.1	Contig
verrucomicrobia_bacterium_gca_003489865	GCA_003489865.1	Scaffold
verrucomicrobia_bacterium_gca_003534995	GCA_003534995.1	Scaffold
verrucomicrobia_bacterium_gca_003641745	GCA_003641745.1	Contig
verrucomicrobiaceae_bacterium_gca_004143925	GCA_004143925.1	Scaffold
verrucomicrobiales_bacterium_gca_002683815	GCA_002683815.1	Contig
verrucomicrobiales_bacterium_gca_002684915	GCA_002684915.1	Contig
verrucomicrobiales_bacterium_gca_002686755	GCA_002686755.1	Contig
verrucomicrobiales_bacterium_gca_002695655	GCA_002695655.1	Contig
verrucomicrobiales_bacterium_gca_002698785	GCA_002698785.1	Contig
verrucomicrobiales_bacterium_gca_002705125	GCA_002705125.1	Contig
verrucomicrobiales_bacterium_gca_002708885	GCA_002708885.1	Contig
verrucomicrobiales_bacterium_gca_002715965	GCA_002715965.1	Contig
verrucomicrobiales_bacterium_gca_002721895	GCA_002721895.1	Contig
verrucomicrobiales_bacterium_gca_002721895	GCA_002721895.1	Contig
verrucomicrobiales_bacterium_gca_002726915	GCA_002726915.1	Contig
verrucomicrobiales_bacterium_gca_002729295	GCA_002729295.1	Contig
verrucomicrobiales_bacterium_gca_002729455	GCA_002729455.1	Contig
verrucomicrobiales_bacterium_gca_003446495	GCA_003446495.1	Scaffold
verrucomicrobiales_bacterium_gca_003452185	GCA_003452185.1	Scaffold
verrucomicrobiales_bacterium_gca_003484235	GCA_003484235.1	Scaffold
verrucomicrobiales_bacterium_gca_003523825	GCA_003523825.1	Scaffold
verrucomicrobiales_bacterium_gca_003537635	GCA_003537635.1	Scaffold
verrucomicrobiales_bacterium_gca_003545115	GCA_003545115.1	Scaffold
waddliaceae_bacterium_gca_002709385	GCA_002709385.1	Contig
zetaproteobacteria_bacterium_gca_002746295	GCA_002746295.1	
zetaproteobacteria_bacterium_gca_002747015	GCA_002747015.1	Contig
zetaproteobacteria_bacterium_gca_002747015	GCA_002747015.1	Contig
zetaproteobacteria_bacterium_gca_003695905	GCA_003695905.1	Contig
zetaproteobacteria_bacterium_gca_003696765	GCA_003696765.1	Contig
zetaproteobacteria_bacterium_gca_003696795	GCA_003696795.1	Contig
epsilonproteobacteria_bacterium_gca_003643835	GCA_003643835.1	Contig
nitrospirae_bacterium_gca_002737345	GCA_002737345.1	Contig
nitrospirae_bacterium_gca_003569385	GCA_003569385.1	Contig
nitrospirae_bacterium_gca_003695915	GCA_003695915.1	Contig
nitrospirae_bacterium_gca_003696065	GCA_003696065.1	Contig
nitrospirae_bacterium_gca_003696065	GCA_003696065.1	Contig
nitrospirae_bacterium_gca_003696145	GCA_003696145.1	Contig
nitrospirae_bacterium_gca_003696975	GCA_003696975.1	Contig
providencia_sp_wchphu000369_gca_002843235	GCA_002843235.3	Complete Genome
megasphaera_sp_asd88_gca_002287425	GCA_002287425.1	Scaffold
bacillus_sp_pk3_68_gca_003600835	GCA_003600835.1	Contig
veillonella_sp_s13053_19_gca_002959835	GCA_002959835.1	Contig
veillonella_sp_t34266_5_gca_002959815	GCA_002959815.1	Contig
veillonella_sp_t11011_6_gca_002959755	GCA_002959755.1	Contig
arcobacter_sp_lmg_29976_gca_002992985	GCA_002992985.1	Contig
arcobacter_sp_lmg_29976_gca_002992985	GCA_002992985.1	Contig
mariniflexile_sp_trm1_10_gca_003425985	GCA_003425985.1	Complete Genome
mucilaginibacter_rubeus_gca_003286415	GCA_003286415.2	Complete Genome
mucilaginibacter_rubeus_gca_003286415	GCA_003286415.2	Complete Genome
mucilaginibacter_rubeus_gca_003286445	GCA_003286445.1	Contig
cupriavidus_sp_p_10_gca_003402535	GCA_003402535.1	Contig
sulfuricurvum_sp_pd_mw2_gca_002633015	GCA_002633015.1	Contig
curvibacter_sp_pd_mw3_gca_002633085	GCA_002633085.1	Contig
enterobacter_cloacae_complex_sp__gca_003225955	GCA_003225955.1	Contig
enterobacter_cloacae_complex_sp__gca_004355165	GCA_004355165.1	Complete Genome
pantoea_sp_arc607_gca_003236715	GCA_003236715.1	Contig
lachnoclostridium_sp__gca_003517375	GCA_003517375.1	Scaffold
rhizobium_sp_11515tr_gca_002277895	GCA_002277895.1	Complete Genome
pusillimonas_sp_ye3_gca_004022565	GCA_004022565.1	Complete Genome
bacillus_sp_7705b_gca_002289525	GCA_002289525.1	Contig
rhodococcus_sp_acs1_gca_002300155	GCA_002300155.1	Scaffold
rhodococcus_sp_acpa4_gca_002300185	GCA_002300185.1	Scaffold
rhodococcus_sp_acpa1_gca_002300195	GCA_002300195.1	Scaffold
pseudooceanicola_lipolyticus_gca_002786325	GCA_002786325.1	Scaffold
bacillus_sp_umb0899_gca_002871465	GCA_002871465.1	
microbacterium_sp_umb0228_gca_002871415	GCA_002871415.1	Scaffold
staphylococcus_sp_umb0328_gca_002940975	GCA_002940975.1	Contig
comamonadaceae_bacterium_nml120219_gca_002285335	GCA_002285335.1	Contig
comamonadaceae_bacterium_nml79_0751_gca_002285275	GCA_002285275.1	Contig
comamonadaceae_bacterium_nml91_0035_gca_002288865	GCA_002288865.1	Contig
comamonadaceae_bacterium_nml00_0135_gca_002285265	GCA_002285265.1	Contig
comamonadaceae_bacterium_nml03_0146_gca_002285285	GCA_002285285.1	Contig
sinobacteraceae_bacterium_gt1r17_gca_003052265	GCA_003052265.1	Contig
corynebacterium_sp_nml_150383_gca_002285085	GCA_002285085.1	Contig
corynebacterium_sp_nml_120412_gca_002285155	GCA_002285155.1	Scaffold
mesorhizobium_sp_wsm3859_gca_002295065	GCA_002295065.1	Contig
mesorhizobium_sp_wsm3860_gca_002294995	GCA_002294995.1	Contig
mesorhizobium_sp_wsm3864_gca_002294955	GCA_002294955.1	Contig
mesorhizobium_sp_wsm4308_gca_002294905	GCA_002294905.1	Contig
mesorhizobium_sp_wsm4313_gca_002294725	GCA_002294725.1	Contig
mucilaginibacter_sp_md40_gca_002288635	GCA_002288635.1	Scaffold
pseudoalteromonas_sp_hm_sa03_gca_002289345	GCA_002289345.1	Scaffold
photorhabdus_sp_hug_39_gca_003287635	GCA_003287635.1	Scaffold
photorhabdus_bodei_gca_003287735	GCA_003287735.1	Scaffold
photorhabdus_sp_s8_52_gca_003287725	GCA_003287725.1	Scaffold
photorhabdus_sp_s9_53_gca_003287715	GCA_003287715.1	Scaffold
photorhabdus_sp_s10_54_gca_003287585	GCA_003287585.1	Scaffold
photorhabdus_laumondii_subsp_clarkei_gca_003287575	GCA_003287575.1	Contig
marinicauda_algicola_gca_004793685	GCA_004793685.1	Scaffold
salimicrobium_sp_wn024_gca_002295105	GCA_002295105.1	Contig
kocuria_sp_wrn011_gca_002295155	GCA_002295155.1	Contig
hymenobacter_rubripertinctus_gca_003583925	GCA_003583925.1	Contig
chitinophaga_caeni_gca_002557795	GCA_002557795.1	Complete Genome
shewanella_sp_we21_gca_002966515	GCA_002966515.1	Complete Genome
elusimicrobia_bacterium_gca_003452935	GCA_003452935.1	Scaffold
elusimicrobia_bacterium_gca_003452965	GCA_003452965.1	Scaffold
candidatus_aerophobetes_bacterium_gca_003648815	GCA_003648815.1	Contig
candidatus_cloacimonetes_bacterium_gca_002402105	GCA_002402105.1	Contig
candidatus_cloacimonetes_bacterium_gca_002742885	GCA_002742885.1	Contig
candidatus_cloacimonetes_bacterium_gca_002742935	GCA_002742935.1	Scaffold
candidatus_cloacimonetes_bacterium_gca_003647765	GCA_003647765.1	Contig
candidatus_cloacimonetes_bacterium_gca_003647805	GCA_003647805.1	Contig
candidatus_hydrogenedentes_bacterium_gca_002746185	GCA_002746185.1	Contig
candidatus_hydrogenedentes_bacterium_gca_003695005	GCA_003695005.1	Contig
candidatus_hydrogenedentes_bacterium_gca_003696745	GCA_003696745.1	Contig
candidatus_hydrogenedentes_bacterium_gca_003697085	GCA_003697085.1	Contig
desulfotalea_sp__gca_002733995	GCA_002733995.1	Contig
methylophilaceae_bacterium_gca_003446075	GCA_003446075.1	Scaffold
methylophilaceae_bacterium_gca_003454695	GCA_003454695.1	Scaffold
oceanobacter_sp__gca_002733645	GCA_002733645.1	Contig
robiginitomaculum_sp__gca_002733495	GCA_002733495.1	Contig
robiginitomaculum_sp__gca_002733735	GCA_002733735.1	
robiginitomaculum_sp__gca_002733805	GCA_002733805.1	Contig
robiginitomaculum_sp__gca_002733905	GCA_002733905.1	Contig
robiginitomaculum_sp__gca_002733905	GCA_002733905.1	Contig
phycisphaera_sp__gca_003712165	GCA_003712165.1	Contig
phycisphaera_sp__gca_003712165	GCA_003712165.1	Contig
thalassobium_sp__gca_002733205	GCA_002733205.1	Contig
piscirickettsiaceae_bacterium_gca_002401815	GCA_002401815.1	Contig
sar86_cluster_bacterium_gca_002402175	GCA_002402175.1	Contig
sar86_cluster_bacterium_gca_002746215	GCA_002746215.1	Scaffold
thiotrichaceae_bacterium_gca_002401765	GCA_002401765.1	
thiotrichaceae_bacterium_gca_002746365	GCA_002746365.1	Contig
thiotrichaceae_bacterium_gca_002746365	GCA_002746365.1	Contig
ocs116_cluster_bacterium_gca_002402005	GCA_002402005.1	
ocs116_cluster_bacterium_gca_002402005	GCA_002402005.1	
bacteroidales_bacterium_gca_003150235	GCA_003150235.1	Scaffold
bacteroidales_bacterium_gca_003445975	GCA_003445975.1	Scaffold
bacteroidales_bacterium_gca_003446015	GCA_003446015.1	Scaffold
bacteroidales_bacterium_gca_003449995	GCA_003449995.1	Scaffold
bacteroidales_bacterium_gca_003452425	GCA_003452425.1	Scaffold
bacteroidales_bacterium_gca_003487905	GCA_003487905.1	Scaffold
bacteroidales_bacterium_gca_003488885	GCA_003488885.1	Scaffold
bacteroidales_bacterium_gca_003501665	GCA_003501665.1	Scaffold
bacteroidales_bacterium_gca_003508665	GCA_003508665.1	Scaffold
bacteroidales_bacterium_gca_003511105	GCA_003511105.1	Scaffold
bacteroidales_bacterium_gca_003512225	GCA_003512225.1	Scaffold
bacteroidales_bacterium_gca_003518945	GCA_003518945.1	Scaffold
bacteroidales_bacterium_gca_003520805	GCA_003520805.1	Contig
bacteroidales_bacterium_gca_003818205	GCA_003818205.1	Contig
bacteroidales_bacterium_gca_003851245	GCA_003851245.1	Contig
bacteroidales_bacterium_gca_004793975	GCA_004793975.1	Contig
bacteroidales_bacterium_gca_004794035	GCA_004794035.2	Contig
bacteroidales_bacterium_gca_004801755	GCA_004801755.1	Contig
xanthomonadaceae_bacterium_nml93_0399_gca_002307375	GCA_002307375.1	Contig
xanthomonadaceae_bacterium_nml93_0792_gca_002324915	GCA_002324915.1	Contig
xanthomonadaceae_bacterium_nml07_0707_gca_002798295	GCA_002798295.1	Contig
xanthomonadaceae_bacterium_nml120232_gca_002798335	GCA_002798335.1	Contig
xanthomonadaceae_bacterium_nml95_0200_gca_002798255	GCA_002798255.1	Contig
xanthomonadaceae_bacterium_nml03_0222_gca_002798195	GCA_002798195.1	Contig
xanthomonadaceae_bacterium_nml91_0213_gca_002798175	GCA_002798175.1	Scaffold
xanthomonadaceae_bacterium_nml91_0213_gca_002798175	GCA_002798175.1	Scaffold
paracoccus_salipaludis_gca_002287065	GCA_002287065.1	Contig
halomonas_sp_wrn001_gca_002286975	GCA_002286975.1	Contig
halovibrio_sp_yl5_2_gca_002286965	GCA_002286965.1	Contig
aliifodinibius_sp_wn023_gca_002287075	GCA_002287075.1	Contig
kocuria_sp_wn036_gca_002287015	GCA_002287015.1	Contig
pseudomonas_sp_wn033_gca_002287035	GCA_002287035.1	Contig
armatimonadetes_bacterium_gca_003450055	GCA_003450055.1	Scaffold
armatimonadetes_bacterium_gca_003487645	GCA_003487645.1	Scaffold
armatimonadetes_bacterium_gca_003577165	GCA_003577165.1	Contig
armatimonadetes_bacterium_gca_003577425	GCA_003577425.1	Contig
armatimonadetes_bacterium_gca_003695875	GCA_003695875.1	Contig
aeromonas_sp_ca23_gca_002587065	GCA_002587065.1	Complete Genome
aeromonas_sp_cu5_gca_002586745	GCA_002586745.1	Complete Genome
prevotella_sp_mgm1_gca_002933775	GCA_002933775.1	Contig
prevotella_sp_mgm2_gca_002933955	GCA_002933955.1	Contig
chitinophaga_sp_md30_gca_002290065	GCA_002290065.1	Chromosome
serratia_sp_myb239_gca_002966855	GCA_002966855.1	Complete Genome
bacillus_sp_afs001701_gca_002559405	GCA_002559405.1	
bacillus_sp_afs002410_gca_002556365	GCA_002556365.1	Contig
bacillus_sp_afs006103_gca_002559145	GCA_002559145.1	
bacillus_sp_afs012607_gca_002558005	GCA_002558005.1	Scaffold
bacillus_sp_afs015802_gca_002561455	GCA_002561455.1	Scaffold
bacillus_sp_afs015896_gca_002561435	GCA_002561435.1	Scaffold
bacillus_sp_afs017274_gca_002561875	GCA_002561875.1	Scaffold
bacillus_sp_afs017336_gca_002555445	GCA_002555445.1	Scaffold
bacillus_sp_afs018417_gca_002560985	GCA_002560985.1	Scaffold
bacillus_sp_afs023182_gca_002560575	GCA_002560575.1	Scaffold
bacillus_sp_afs026049_gca_002557105	GCA_002557105.1	Scaffold
bacillus_sp_afs029533_gca_002585125	GCA_002585125.1	
bacillus_sp_afs031507_gca_002584635	GCA_002584635.1	Scaffold
bacillus_sp_afs037270_gca_002585305	GCA_002585305.1	Scaffold
bacillus_sp_afs040349_gca_002577655	GCA_002577655.1	Scaffold
bacillus_sp_afs041924_gca_002577195	GCA_002577195.1	Scaffold
bacillus_sp_afs043905_gca_002581115	GCA_002581115.1	Scaffold
bacillus_sp_afs053548_gca_002575105	GCA_002575105.1	
bacillus_sp_afs054943_gca_002574965	GCA_002574965.1	Scaffold
bacillus_sp_afs055030_gca_002574545	GCA_002574545.1	
bacillus_sp_afs059628_gca_002571225	GCA_002571225.1	Scaffold
bacillus_sp_afs073361_gca_002567005	GCA_002567005.1	Scaffold
bacillus_sp_afs076308_gca_002565135	GCA_002565135.1	Scaffold
bacillus_sp_afs077874_gca_002566505	GCA_002566505.1	
bacillus_sp_afs088145_gca_002564465	GCA_002564465.1	
bacillus_sp_afs094228_gca_002553175	GCA_002553175.1	Scaffold
bacillus_sp_afs094611_gca_002550645	GCA_002550645.1	Scaffold
bacillus_sp_afs096315_gca_002552175	GCA_002552175.1	
curtobacterium_sp_ferrero__gca_002412165	GCA_002412165.1	Scaffold
pseudothermotoga_sp__gca_003526015	GCA_003526015.1	Scaffold
candidatus_methylomirabilis_limnetica_gca_003044035	GCA_003044035.1	Contig
halomonas_endophytica_gca_002879615	GCA_002879615.1	Scaffold
bacillus_sp_afs098217_gca_002551815	GCA_002551815.1	Scaffold
serratia_oryzae_gca_001976145	GCA_001976145.1	Scaffold
bacillus_sp_afs019443_gca_002558095	GCA_002558095.1	Scaffold
bacillus_sp_afs075960_gca_002569255	GCA_002569255.1	Scaffold
_flavobacterium_sp_29_gca_002754355	GCA_002754355.1	
flavobacterium_sp_9_gca_002754195	GCA_002754195.1	Contig
flavobacterium_sp_5_gca_002813295	GCA_002813295.1	Contig
flavobacterium_sp_1_gca_002797935	GCA_002797935.1	Contig
comamonas_sp_26_gca_002754475	GCA_002754475.1	Contig
acidovorax_sp_69_gca_002797445	GCA_002797445.1	Contig
acidovorax_sp_62_gca_002754495	GCA_002754495.1	Contig
acidovorax_sp_59_gca_002754175	GCA_002754175.1	Contig
acidovorax_sp_56_gca_002749705	GCA_002749705.1	Contig
janthinobacterium_sp_67_gca_002797895	GCA_002797895.1	Contig
janthinobacterium_sp_64_gca_002813325	GCA_002813325.1	Contig
janthinobacterium_sp_13_gca_002749695	GCA_002749695.1	Contig
variovorax_sp_54_gca_002754375	GCA_002754375.1	Contig
chryseobacterium_sp_52_gca_002754245	GCA_002754245.1	Contig
chryseobacterium_sp_7_gca_003663845	GCA_003663845.1	Contig
burkholderiales_bacterium_23_gca_002754295	GCA_002754295.1	Contig
streptomyces_sp_94_gca_002754555	GCA_002754555.1	
streptomyces_sp_93_gca_002754595	GCA_002754595.1	
streptomyces_sp_76_gca_002754435	GCA_002754435.1	
streptomyces_sp_75_gca_003384795	GCA_003384795.1	
streptomyces_sp_73_gca_002846315	GCA_002846315.1	
thalassospira_sp_dsm_26710_gca_003610215	GCA_003610215.1	
streptomyces_sp_61_gca_002754535	GCA_002754535.1	
streptomyces_sp_57_gca_003664315	GCA_003664315.1	
micromonospora_sp_cnz299_gca_002754415	GCA_002754415.1	
microcella_sp_hl_107_gca_002813345	GCA_002813345.1	
plantactinospora_sp_cnz320_gca_002846275	GCA_002846275.1	
micromonospora_sp_cnz309_gca_002846525	GCA_002846525.1	
streptomyces_sp_cnz306_gca_002797655	GCA_002797655.1	
verrucosispora_sp_cnz293_gca_002754655	GCA_002754655.1	
streptomyces_sp_cnz279_gca_002754675	GCA_002754675.1	
streptomyces_sp_cnz279_gca_002754675	GCA_002754675.1	
mycobacterium_eburneum_gca_004354905	GCA_004354905.1	
amylibacter_cionae_gca_002860325	GCA_002860325.1	
bacterium_hr10_gca_002923315	GCA_002923315.1	Contig
bacterium_hr11_gca_002898535	GCA_002898535.1	Contig
bacterium_hr14_gca_002898835	GCA_002898835.1	Contig
bacterium_hr15_gca_002898555	GCA_002898555.1	Contig
bacterium_hr16_gca_002898895	GCA_002898895.1	Contig
bacterium_hr17_gca_002898575	GCA_002898575.1	Contig
bacterium_hr18_gca_002898335	GCA_002898335.1	Contig
bacterium_hr20_gca_002898675	GCA_002898675.1	Contig
bacterium_hr21_gca_002898295	GCA_002898295.1	Contig
bacterium_hr21_gca_002898295	GCA_002898295.1	Contig
bacterium_hr22_gca_002898735	GCA_002898735.1	Contig
bacterium_hr23_gca_002923335	GCA_002923335.1	Contig
bacterium_hr24_gca_002898715	GCA_002898715.1	Contig
bacterium_hr28_gca_002898255	GCA_002898255.1	Contig
bacterium_hr29_gca_002898215	GCA_002898215.1	Contig
bacterium_hr30_gca_002898795	GCA_002898795.1	Contig
bacterium_hr33_gca_002923375	GCA_002923375.1	Contig
bacterium_hr37_gca_002898375	GCA_002898375.1	Contig
bacterium_hr37_gca_002898375	GCA_002898375.1	Contig
bacterium_hr40_gca_002898275	GCA_002898275.1	Contig
bradyrhizobium_sp_y36_gca_002531575	GCA_002531575.1	Contig
rhizobium_sp_c5_gca_002531935	GCA_002531935.1	Contig
rhizobium_sp_h4_gca_002531775	GCA_002531775.1	Contig
rhizobium_sp_j15_gca_002531825	GCA_002531825.1	Contig
rhizobium_sp_l18_gca_002531905	GCA_002531905.1	Contig
rhizobium_sp_l43_gca_002531725	GCA_002531725.1	Contig
sinorhizobium_sp_bj1_gca_002531555	GCA_002531555.1	Contig
candidatus_omnitrophica_bacterium_gca_003451255	GCA_003451255.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003451585	GCA_003451585.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003485765	GCA_003485765.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003500255	GCA_003500255.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003508135	GCA_003508135.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003522725	GCA_003522725.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003528115	GCA_003528115.1	Contig
candidatus_omnitrophica_bacterium_gca_003528865	GCA_003528865.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003535755	GCA_003535755.1	Scaffold
candidatus_omnitrophica_bacterium_gca_003598025	GCA_003598025.1	Contig
candidatus_omnitrophica_bacterium_gca_003598135	GCA_003598135.1	Contig
candidatus_omnitrophica_bacterium_gca_003598175	GCA_003598175.1	Contig
candidatus_omnitrophica_bacterium_gca_003644385	GCA_003644385.1	Contig
candidatus_omnitrophica_bacterium_gca_003644405	GCA_003644405.1	Contig
candidatus_omnitrophica_bacterium_gca_003644505	GCA_003644505.1	Contig
candidatus_omnitrophica_bacterium_gca_003644515	GCA_003644515.1	Contig
candidatus_omnitrophica_bacterium_gca_003644525	GCA_003644525.1	Contig
candidatus_omnitrophica_bacterium_gca_003645745	GCA_003645745.1	Contig
candidatus_omnitrophica_bacterium_gca_003645805	GCA_003645805.1	Contig
streptomyces_sp_tue6028_gca_002300165	GCA_002300165.1	Scaffold
aerococcaceae_bacterium_zy16052_gca_003546865	GCA_003546865.1	Complete Genome
glutamicibacter_sp_v16r2b1_gca_005774635	GCA_005774635.1	Contig
glutamicibacter_sp_v16r2b1_gca_005774635	GCA_005774635.1	Contig
mesorhizobium_sanjuanii_gca_002529485	GCA_002529485.1	Contig
sinorhizobium_sp_m4_45_gca_002885915	GCA_002885915.1	Contig
ensifer_sp_mmn_5_gca_002885935	GCA_002885935.1	Contig
ochrobactrum_sp_715_2009_gca_002808515	GCA_002808515.1	
ochrobactrum_sp_27a_999_2015_gca_002808595	GCA_002808595.1	
nostoc_flagelliforme_ccnun1_gca_002813575	GCA_002813575.1	Complete Genome
methylobacterium_frigidaeris_gca_002759055	GCA_002759055.1	Scaffold
chryseobacterium_sp_6424_gca_003692615	GCA_003692615.1	Complete Genome
sulfobacillus_sp_hq2_gca_002903155	GCA_002903155.1	Scaffold
mycobacterium_sp_shizuoka_1_gca_002723835	GCA_002723835.1	Scaffold
bacillus_sp_17_sms_01_gca_002746455	GCA_002746455.1	Contig
campylobacter_sp_113_gca_002383985	GCA_002383985.1	Contig
campylobacter_sp_110_gca_002383965	GCA_002383965.1	Contig
marinobacter_sp_ant_b65_gca_002407605	GCA_002407605.1	Contig
micromonospora_sp_wmma2032_gca_002688545	GCA_002688545.1	Chromosome
tychonema_bourrellyi_fem_gt703_gca_002412335	GCA_002412335.2	Contig
